group	node_shape	property_subject	property_kind	path	class	datatype	node	node_kind	min_count	max_count	has_value	min_length	max_length	min_inclusive	max_inclusive	pattern	flags	in_values
EnumeratedConstraint	urn:codex:bootstrap:1.0.0#EnumeratedConstraint#shape	urn:codex:bootstrap:1.0.0#EnumeratedConstraint#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
EnumeratedConstraint	urn:codex:bootstrap:1.0.0#EnumeratedConstraint#shape	urn:codex:bootstrap:1.0.0#EnumeratedConstraint#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
EnumeratedConstraint	urn:codex:bootstrap:1.0.0#EnumeratedConstraint#shape	urn:codex:bootstrap:1.0.0#EnumeratedConstraint#shape/property/trait/6ee0eb490ff832101cf82a3d387c35f29e4230be786978f7acf9e811febf6723	trait	urn:codex:bootstrap:1.0.0#set		urn:cdx:value-type:ConceptName			1	1								
EnumeratedValueSet	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape/property/child/af3c415500c865a5521972066e6314225442005155644d9b8e0a4485d73d5234	child	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#child/af3c415500c865a5521972066e6314225442005155644d9b8e0a4485d73d5234	urn:codex:bootstrap:1.0.0#Member				1									
EnumeratedValueSet	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	true							
EnumeratedValueSet	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
EnumeratedValueSet	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape/property/trait/2c70e12b7a0646f92279f427c7b38e7334d8e5389cff167a1dc30e73f826b683	trait	urn:codex:bootstrap:1.0.0#key		urn:cdx:value-type:LookupToken				1								
EnumeratedValueSet	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape/property/trait/82a3537ff0dbce7eec35d69edc3a189ee6f17d82f353a553f9aa96cb0be3ce89	trait	urn:codex:bootstrap:1.0.0#name		http://www.w3.org/2001/XMLSchema#string			1	1								
EnumeratedValueSet	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSet#shape/property/trait/c9046f7a37ad0ea7cee73355984fa5428982f8b37c8f7bcec91f7ac71a7cd104	trait	urn:codex:bootstrap:1.0.0#description		http://www.w3.org/2001/XMLSchema#string				1								
EnumeratedValueSets	urn:codex:bootstrap:1.0.0#EnumeratedValueSets#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSets#shape/property/child/0f73b140a484c03c5083fa09718eca3487c373fe551211a19d2abcc32b6fe652	child	urn:codex:bootstrap:1.0.0#EnumeratedValueSets#child/0f73b140a484c03c5083fa09718eca3487c373fe551211a19d2abcc32b6fe652	urn:codex:bootstrap:1.0.0#EnumeratedValueSet				1									
EnumeratedValueSets	urn:codex:bootstrap:1.0.0#EnumeratedValueSets#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSets#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
EnumeratedValueSets	urn:codex:bootstrap:1.0.0#EnumeratedValueSets#shape	urn:codex:bootstrap:1.0.0#EnumeratedValueSets#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ExactlyOneChildOf	urn:codex:bootstrap:1.0.0#ExactlyOneChildOf#shape	urn:codex:bootstrap:1.0.0#ExactlyOneChildOf#shape/property/child/bd1dfd9c1c4404bb9d72a1dd9330f92f793a63b2faadd09e095b71b524cff542	child	urn:codex:bootstrap:1.0.0#ExactlyOneChildOf#child/bd1dfd9c1c4404bb9d72a1dd9330f92f793a63b2faadd09e095b71b524cff542	urn:codex:bootstrap:1.0.0#ConceptOption				2									
ExactlyOneChildOf	urn:codex:bootstrap:1.0.0#ExactlyOneChildOf#shape	urn:codex:bootstrap:1.0.0#ExactlyOneChildOf#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ExactlyOneChildOf	urn:codex:bootstrap:1.0.0#ExactlyOneChildOf#shape	urn:codex:bootstrap:1.0.0#ExactlyOneChildOf#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
Exists	urn:codex:bootstrap:1.0.0#Exists#shape	urn:codex:bootstrap:1.0.0#Exists#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
Exists	urn:codex:bootstrap:1.0.0#Exists#shape	urn:codex:bootstrap:1.0.0#Exists#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ForAll	urn:codex:bootstrap:1.0.0#ForAll#shape	urn:codex:bootstrap:1.0.0#ForAll#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ForAll	urn:codex:bootstrap:1.0.0#ForAll#shape	urn:codex:bootstrap:1.0.0#ForAll#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ForbidsChildConcept	urn:codex:bootstrap:1.0.0#ForbidsChildConcept#shape	urn:codex:bootstrap:1.0.0#ForbidsChildConcept#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ForbidsChildConcept	urn:codex:bootstrap:1.0.0#ForbidsChildConcept#shape	urn:codex:bootstrap:1.0.0#ForbidsChildConcept#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ForbidsChildConcept	urn:codex:bootstrap:1.0.0#ForbidsChildConcept#shape	urn:codex:bootstrap:1.0.0#ForbidsChildConcept#shape/property/trait/f2ef0d70878dd6ee20538ab51f8bef94ca47ec3243addbf9c2aa764660fcd992	trait	urn:codex:bootstrap:1.0.0#conceptSelector		urn:cdx:value-type:ConceptName			1	1								
ForbidsContent	urn:codex:bootstrap:1.0.0#ForbidsContent#shape	urn:codex:bootstrap:1.0.0#ForbidsContent#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ForbidsContent	urn:codex:bootstrap:1.0.0#ForbidsContent#shape	urn:codex:bootstrap:1.0.0#ForbidsContent#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ForbidsTrait	urn:codex:bootstrap:1.0.0#ForbidsTrait#shape	urn:codex:bootstrap:1.0.0#ForbidsTrait#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
ForbidsTrait	urn:codex:bootstrap:1.0.0#ForbidsTrait#shape	urn:codex:bootstrap:1.0.0#ForbidsTrait#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
ForbidsTrait	urn:codex:bootstrap:1.0.0#ForbidsTrait#shape	urn:codex:bootstrap:1.0.0#ForbidsTrait#shape/property/trait/82a3537ff0dbce7eec35d69edc3a189ee6f17d82f353a553f9aa96cb0be3ce89	trait	urn:codex:bootstrap:1.0.0#name		http://www.w3.org/2001/XMLSchema#string			1	1								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/property/trait/1303c06b0b014d0ce7b988ab173a13f31227d417058ff4bbe6f8c222b4ad913c	trait	urn:codex:bootstrap:1.0.0#type					1	1								$IdentifierForm | $IdentifierUniqueness | $MustBeEntity | $MustNotBeEntity
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/property/trait/1fd38d5cbd2a997b91f725cb1cb0a710849db30dac491ee42e92443fd8e3c1a2	trait	urn:codex:bootstrap:1.0.0#pattern		http://www.w3.org/2001/XMLSchema#string				1								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/property/trait/2934fb49d6b38adef036c28fac69f188feae09259f3184e6d9cfbd0f35454fec	trait	urn:codex:bootstrap:1.0.0#flags		http://www.w3.org/2001/XMLSchema#string				1								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/property/trait/5f161c9149882e0e10124bc5dd5c11f0fbe8ec452edd52bcec76b01e9252cb33	trait	urn:codex:bootstrap:1.0.0#scope		urn:cdx:value-type:ConceptName				1								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/b428f7406aacf4356834f8b6d3519e483d1213d9ff09283f2d7532c961c8afac		urn:codex:bootstrap:1.0.0#scope						0								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$IdentifierForm							
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/0/property/da2eef9c7f463649ab133508dd3596a78f891f751b1aadb3cd1d1804686a53a6		urn:codex:bootstrap:1.0.0#pattern					1									
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/03dcdbf79cadbde58b6ef9f799e06dfb686f27f40769c0ce6d978a285d723351		urn:codex:bootstrap:1.0.0#flags						0								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/b428f7406aacf4356834f8b6d3519e483d1213d9ff09283f2d7532c961c8afac		urn:codex:bootstrap:1.0.0#scope					1									
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$IdentifierUniqueness							
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/1/property/da2eef9c7f463649ab133508dd3596a78f891f751b1aadb3cd1d1804686a53a6		urn:codex:bootstrap:1.0.0#pattern						0								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/03dcdbf79cadbde58b6ef9f799e06dfb686f27f40769c0ce6d978a285d723351		urn:codex:bootstrap:1.0.0#flags						0								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/b428f7406aacf4356834f8b6d3519e483d1213d9ff09283f2d7532c961c8afac		urn:codex:bootstrap:1.0.0#scope						0								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$MustBeEntity							
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/2/property/da2eef9c7f463649ab133508dd3596a78f891f751b1aadb3cd1d1804686a53a6		urn:codex:bootstrap:1.0.0#pattern						0								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3/property/03dcdbf79cadbde58b6ef9f799e06dfb686f27f40769c0ce6d978a285d723351		urn:codex:bootstrap:1.0.0#flags						0								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3/property/b428f7406aacf4356834f8b6d3519e483d1213d9ff09283f2d7532c961c8afac		urn:codex:bootstrap:1.0.0#scope						0								
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3/property/bb5ba140bb6c8648eceafd0fb72b4145fbb34d0acb3998026b232f24892519ac		urn:codex:bootstrap:1.0.0#type							$MustNotBeEntity							
IdentityConstraint	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3	urn:codex:bootstrap:1.0.0#IdentityConstraint#shape/xone/ff2cd5be0c0f2b764740713cbcb7f23894b6cf398dd418cdbc7ce2fd56d2aca6/shape/3/property/da2eef9c7f463649ab133508dd3596a78f891f751b1aadb3cd1d1804686a53a6		urn:codex:bootstrap:1.0.0#pattern						0								
Member	urn:codex:bootstrap:1.0.0#Member#shape	urn:codex:bootstrap:1.0.0#Member#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
Member	urn:codex:bootstrap:1.0.0#Member#shape	urn:codex:bootstrap:1.0.0#Member#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
Member	urn:codex:bootstrap:1.0.0#Member#shape	urn:codex:bootstrap:1.0.0#Member#shape/property/trait/1aca80e8b55c802f7b43740da2990e1b5735bbb323d93eb5ebda8395b04025e2	trait	urn:codex:bootstrap:1.0.0#label		http://www.w3.org/2001/XMLSchema#string				1								
Member	urn:codex:bootstrap:1.0.0#Member#shape	urn:codex:bootstrap:1.0.0#Member#shape/property/trait/c9046f7a37ad0ea7cee73355984fa5428982f8b37c8f7bcec91f7ac71a7cd104	trait	urn:codex:bootstrap:1.0.0#description		http://www.w3.org/2001/XMLSchema#string				1								
Member	urn:codex:bootstrap:1.0.0#Member#shape	urn:codex:bootstrap:1.0.0#Member#shape/property/trait/cd42404d52ad55ccfa9aca4adc828aa5800ad9d385a0671fbcbf724118320619	trait	urn:codex:bootstrap:1.0.0#value		http://www.w3.org/2001/XMLSchema#string			1	1								
MemberCount	urn:codex:bootstrap:1.0.0#MemberCount#shape	urn:codex:bootstrap:1.0.0#MemberCount#shape/property/child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	child	urn:codex:bootstrap:1.0.0#MemberCount#child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	urn:codex:bootstrap:1.0.0#DescendantPath					1								
MemberCount	urn:codex:bootstrap:1.0.0#MemberCount#shape	urn:codex:bootstrap:1.0.0#MemberCount#shape/property/child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	child	urn:codex:bootstrap:1.0.0#MemberCount#child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	urn:codex:bootstrap:1.0.0#ChildPath					1								
MemberCount	urn:codex:bootstrap:1.0.0#MemberCount#shape	urn:codex:bootstrap:1.0.0#MemberCount#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
MemberCount	urn:codex:bootstrap:1.0.0#MemberCount#shape	urn:codex:bootstrap:1.0.0#MemberCount#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
MemberCount	urn:codex:bootstrap:1.0.0#MemberCount#shape	urn:codex:bootstrap:1.0.0#MemberCount#shape/property/trait/1f6fa6f69d185e6086d04e7330361bf9001a3b8d0ce511171055dc34eb90c1c5	trait	urn:codex:bootstrap:1.0.0#min		http://www.w3.org/2001/XMLSchema#integer				1								
MemberCount	urn:codex:bootstrap:1.0.0#MemberCount#shape	urn:codex:bootstrap:1.0.0#MemberCount#shape/property/trait/9baf3a40312f39849f46dad1040f2f039f1cffa1238c41e9db675315cfad39b6	trait	urn:codex:bootstrap:1.0.0#max		http://www.w3.org/2001/XMLSchema#integer				1								
MemberCount	urn:codex:bootstrap:1.0.0#MemberCount#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0	urn:codex:bootstrap:1.0.0#MemberCount#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/0/property/1a502986ebd894ccb9c367a58fe6d8ada39d7daa3a65930191a9be752853a7cd		urn:codex:bootstrap:1.0.0#min					1									
MemberCount	urn:codex:bootstrap:1.0.0#MemberCount#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1	urn:codex:bootstrap:1.0.0#MemberCount#shape/or/37d682d06b98556f4eeab841011a9e2e0554d6547504a0179606946fdc560efc/shape/1/property/2300b3e5843522fc98e29748d2939261006f016029bfc31b63d99b6ee09a8512		urn:codex:bootstrap:1.0.0#max					1									
Not	urn:codex:bootstrap:1.0.0#Not#shape	urn:codex:bootstrap:1.0.0#Not#shape/property/child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	child	urn:codex:bootstrap:1.0.0#Not#child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	urn:codex:bootstrap:1.0.0#Rule				1	1								
Not	urn:codex:bootstrap:1.0.0#Not#shape	urn:codex:bootstrap:1.0.0#Not#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
Not	urn:codex:bootstrap:1.0.0#Not#shape	urn:codex:bootstrap:1.0.0#Not#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/child/01ed9f3ce9c123082de6760df71be57f9b207a0fbc812e30da7e3e1c88af08ec	child	urn:codex:bootstrap:1.0.0#OnPathCount#child/01ed9f3ce9c123082de6760df71be57f9b207a0fbc812e30da7e3e1c88af08ec	urn:codex:bootstrap:1.0.0#ContentPath					1								
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/child/19abd3ea6186f0def524810088b6eae5e8ad10f70e7955791c02e694bad422f3	child	urn:codex:bootstrap:1.0.0#OnPathCount#child/19abd3ea6186f0def524810088b6eae5e8ad10f70e7955791c02e694bad422f3	urn:codex:bootstrap:1.0.0#TraitPath					1								
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	child	urn:codex:bootstrap:1.0.0#OnPathCount#child/1f1ee75c20d9e8bf4a33feea2915f6b88f24b21e995c0860033130c785d4b9f2	urn:codex:bootstrap:1.0.0#Rule				1	1								
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	child	urn:codex:bootstrap:1.0.0#OnPathCount#child/579a817d41e8bc8ecef7624b9a0cea22e02f449466b60618910d0820629c299f	urn:codex:bootstrap:1.0.0#DescendantPath					1								
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	child	urn:codex:bootstrap:1.0.0#OnPathCount#child/7a4d2bec1c9fe9bcb05a954301827fc84f30a936e475197c4f94e74a809885ca	urn:codex:bootstrap:1.0.0#ChildPath					1								
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
OnPathCount	urn:codex:bootstrap:1.0.0#OnPathCount#shape	urn:codex:bootstrap:1.0.0#OnPathCount#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
