group	node_shape	property_subject	property_kind	path	class	datatype	node	node_kind	min_count	max_count	has_value	min_length	max_length	min_inclusive	max_inclusive	pattern	flags	in_values
RequiresChildConcept	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape/property/trait/1f6fa6f69d185e6086d04e7330361bf9001a3b8d0ce511171055dc34eb90c1c5	trait	urn:codex:bootstrap:1.0.0#min		http://www.w3.org/2001/XMLSchema#integer				1				1				
RequiresChildConcept	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape/property/trait/9baf3a40312f39849f46dad1040f2f039f1cffa1238c41e9db675315cfad39b6	trait	urn:codex:bootstrap:1.0.0#max		http://www.w3.org/2001/XMLSchema#integer				1				1				
RequiresChildConcept	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape	urn:codex:bootstrap:1.0.0#RequiresChildConcept#shape/property/trait/f2ef0d70878dd6ee20538ab51f8bef94ca47ec3243addbf9c2aa764660fcd992	trait	urn:codex:bootstrap:1.0.0#conceptSelector		urn:cdx:value-type:ConceptName			1	1								
RequiresTrait	urn:codex:bootstrap:1.0.0#RequiresTrait#shape	urn:codex:bootstrap:1.0.0#RequiresTrait#shape/property/child/0bd62a15e6910a4096a63e5b01ba0456f59ed50a4c727662f3ddb1e2117380a7	child	urn:codex:bootstrap:1.0.0#RequiresTrait#child/0bd62a15e6910a4096a63e5b01ba0456f59ed50a4c727662f3ddb1e2117380a7	urn:codex:bootstrap:1.0.0#AllowedValues													
RequiresTrait	urn:codex:bootstrap:1.0.0#RequiresTrait#shape	urn:codex:bootstrap:1.0.0#RequiresTrait#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
RequiresTrait	urn:codex:bootstrap:1.0.0#RequiresTrait#shape	urn:codex:bootstrap:1.0.0#RequiresTrait#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
RequiresTrait	urn:codex:bootstrap:1.0.0#RequiresTrait#shape	urn:codex:bootstrap:1.0.0#RequiresTrait#shape/property/trait/82a3537ff0dbce7eec35d69edc3a189ee6f17d82f353a553f9aa96cb0be3ce89	trait	urn:codex:bootstrap:1.0.0#name		http://www.w3.org/2001/XMLSchema#string			1	1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/0c4eaebc7894c1058d4c14b15a42669ad34011a0f285df51f4eb15eb571d1394	child	urn:codex:bootstrap:1.0.0#Rule#child/0c4eaebc7894c1058d4c14b15a42669ad34011a0f285df51f4eb15eb571d1394	urn:codex:bootstrap:1.0.0#CollectionOrdering					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/0d7de4a830ecc1d318065b4c04610348c086b5d3db6a44802e3cc47372babea2	child	urn:codex:bootstrap:1.0.0#Rule#child/0d7de4a830ecc1d318065b4c04610348c086b5d3db6a44802e3cc47372babea2	urn:codex:bootstrap:1.0.0#AnyOf					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/110197796385eeb5d82820e31ec8ef36df98156a3abd97c7c476b95df082f7b0	child	urn:codex:bootstrap:1.0.0#Rule#child/110197796385eeb5d82820e31ec8ef36df98156a3abd97c7c476b95df082f7b0	urn:codex:bootstrap:1.0.0#PatternConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/130aa5f535d046fe7fc9fedc4a1ad59a4408a396c751619010bf509968ee5979	child	urn:codex:bootstrap:1.0.0#Rule#child/130aa5f535d046fe7fc9fedc4a1ad59a4408a396c751619010bf509968ee5979	urn:codex:bootstrap:1.0.0#TraitLessOrEqual					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/25d7bb2e4e84a4f08d9a926fb861689cdbcc1b6c68ad1c72d818680d6bc4fc10	child	urn:codex:bootstrap:1.0.0#Rule#child/25d7bb2e4e84a4f08d9a926fb861689cdbcc1b6c68ad1c72d818680d6bc4fc10	urn:codex:bootstrap:1.0.0#TraitCardinality					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/2d181a7256c178caff8cc4a08a203bbbc4879b0bac5e708aab18989972e3295f	child	urn:codex:bootstrap:1.0.0#Rule#child/2d181a7256c178caff8cc4a08a203bbbc4879b0bac5e708aab18989972e3295f	urn:codex:bootstrap:1.0.0#AllOf					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/41a42d6304aee6d5ac4967c44705d19f7b89284b610b6d2721c011b340416496	child	urn:codex:bootstrap:1.0.0#Rule#child/41a42d6304aee6d5ac4967c44705d19f7b89284b610b6d2721c011b340416496	urn:codex:bootstrap:1.0.0#ConditionalConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/48e27acd47b60a1083b0051c4b080dc44b137a1ee4d6485a90585fce8d34ff01	child	urn:codex:bootstrap:1.0.0#Rule#child/48e27acd47b60a1083b0051c4b080dc44b137a1ee4d6485a90585fce8d34ff01	urn:codex:bootstrap:1.0.0#OnPathCount					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/497bff9b8dbc7df438deb0cadb96535dc86d73cd62c4a8642ced11c7a925f431	child	urn:codex:bootstrap:1.0.0#Rule#child/497bff9b8dbc7df438deb0cadb96535dc86d73cd62c4a8642ced11c7a925f431	urn:codex:bootstrap:1.0.0#OrderConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/4a61789f2da50a3f9ba754b14bc2ea51488d916f56bcdbd28137f4d1a2ce07a1	child	urn:codex:bootstrap:1.0.0#Rule#child/4a61789f2da50a3f9ba754b14bc2ea51488d916f56bcdbd28137f4d1a2ce07a1	urn:codex:bootstrap:1.0.0#ContextConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/56c97fb0172e185e262500f609949340da78071edb2ec8302ca2609da36ff7f5	child	urn:codex:bootstrap:1.0.0#Rule#child/56c97fb0172e185e262500f609949340da78071edb2ec8302ca2609da36ff7f5	urn:codex:bootstrap:1.0.0#ReferenceConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/5e83c2c7c08eda22c90678aa74cdf31aeefa3838af6a46f146bfc6f7ccff5094	child	urn:codex:bootstrap:1.0.0#Rule#child/5e83c2c7c08eda22c90678aa74cdf31aeefa3838af6a46f146bfc6f7ccff5094	urn:codex:bootstrap:1.0.0#ValueMatchesPattern					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/6b8aee57e1bc68584d8746ce56e726d3dd2d5bcef5f9c1a5e8bdf4afd2dd3634	child	urn:codex:bootstrap:1.0.0#Rule#child/6b8aee57e1bc68584d8746ce56e726d3dd2d5bcef5f9c1a5e8bdf4afd2dd3634	urn:codex:bootstrap:1.0.0#UniqueConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/7fe684e49a0557ee268441a53c8931f227e299afcaa05905e4e872f7b1a9f57b	child	urn:codex:bootstrap:1.0.0#Rule#child/7fe684e49a0557ee268441a53c8931f227e299afcaa05905e4e872f7b1a9f57b	urn:codex:bootstrap:1.0.0#Not					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/7e739ba81d88067608ae256ee71e888a5a2685c11337b17cc258379cefa7d79f	child	urn:codex:bootstrap:1.0.0#Rule#child/7e739ba81d88067608ae256ee71e888a5a2685c11337b17cc258379cefa7d79f	urn:codex:bootstrap:1.0.0#OnPathExists					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/8212dfb038e0b2c5e48d14a56d588af3e0fdcc3d2616e56fe0fe727ebd3b4e92	child	urn:codex:bootstrap:1.0.0#Rule#child/8212dfb038e0b2c5e48d14a56d588af3e0fdcc3d2616e56fe0fe727ebd3b4e92	urn:codex:bootstrap:1.0.0#ValueIsValid					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/887c2a73b3743cb3f78f98e9453ac0cd4bf7c254176d0e3a9e447372142bb559	child	urn:codex:bootstrap:1.0.0#Rule#child/887c2a73b3743cb3f78f98e9453ac0cd4bf7c254176d0e3a9e447372142bb559	urn:codex:bootstrap:1.0.0#IdentityConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/980295c4a688db175d7781f501ae05f5556d842895e7cad24d27824b84a5ce28	child	urn:codex:bootstrap:1.0.0#Rule#child/980295c4a688db175d7781f501ae05f5556d842895e7cad24d27824b84a5ce28	urn:codex:bootstrap:1.0.0#ValueIsNonEmpty					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/a20c6c787c8f4ac10c8d88593fe90cd3d8a0e59369b63c78af239a1df70594ec	child	urn:codex:bootstrap:1.0.0#Rule#child/a20c6c787c8f4ac10c8d88593fe90cd3d8a0e59369b63c78af239a1df70594ec	urn:codex:bootstrap:1.0.0#TraitValueType					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/aa02d116c68e797403dc18632c5d45ddd6c86050b22321a48bf7e4e8987c04df	child	urn:codex:bootstrap:1.0.0#Rule#child/aa02d116c68e797403dc18632c5d45ddd6c86050b22321a48bf7e4e8987c04df	urn:codex:bootstrap:1.0.0#CollectionAllowsEmpty					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/af518f54351016b22fd23559a085960703e5517919b373374974e3fffab0dae2	child	urn:codex:bootstrap:1.0.0#Rule#child/af518f54351016b22fd23559a085960703e5517919b373374974e3fffab0dae2	urn:codex:bootstrap:1.0.0#MemberCount					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/c7323f032078cf8743aa2af5788c8cd70dfe416713bca727fd11a347a14afc40	child	urn:codex:bootstrap:1.0.0#Rule#child/c7323f032078cf8743aa2af5788c8cd70dfe416713bca727fd11a347a14afc40	urn:codex:bootstrap:1.0.0#TraitMissing					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/d168c84ff7f062f4d583177e96fc1689a04be4d67201e10ff3824aaacbc9caa9	child	urn:codex:bootstrap:1.0.0#Rule#child/d168c84ff7f062f4d583177e96fc1689a04be4d67201e10ff3824aaacbc9caa9	urn:codex:bootstrap:1.0.0#EachMemberSatisfies					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/d513fa8d76d13418049d8c27df6c2440332084b88c2561f90bee2cfce15dc169	child	urn:codex:bootstrap:1.0.0#Rule#child/d513fa8d76d13418049d8c27df6c2440332084b88c2561f90bee2cfce15dc169	urn:codex:bootstrap:1.0.0#TraitExists					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/d96b5be3c3b1950d911dfe98d7a41926b8646ff0594a4e48ed175ef7d3b808a6	child	urn:codex:bootstrap:1.0.0#Rule#child/d96b5be3c3b1950d911dfe98d7a41926b8646ff0594a4e48ed175ef7d3b808a6	urn:codex:bootstrap:1.0.0#ContentConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/dc637fc98d05b079818898ce0b868c47ba8a7c946851d4fe492320772468ddd3	child	urn:codex:bootstrap:1.0.0#Rule#child/dc637fc98d05b079818898ce0b868c47ba8a7c946851d4fe492320772468ddd3	urn:codex:bootstrap:1.0.0#ValueInNumericRange					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/e45f071809685f79d4f6f9bbe9809e0a45fa10477905769d7a13fff7dfc7ad10	child	urn:codex:bootstrap:1.0.0#Rule#child/e45f071809685f79d4f6f9bbe9809e0a45fa10477905769d7a13fff7dfc7ad10	urn:codex:bootstrap:1.0.0#CollectionAllowsDuplicates					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/e6f3a77e00b7e43cc3fd086d672062ed416fb016b19e5854d9197f8d5ce4f1d8	child	urn:codex:bootstrap:1.0.0#Rule#child/e6f3a77e00b7e43cc3fd086d672062ed416fb016b19e5854d9197f8d5ce4f1d8	urn:codex:bootstrap:1.0.0#ValueLength					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/ecd7960f09fb061cda24e8997f49919e14545be8074977659b4e2926c4d3a226	child	urn:codex:bootstrap:1.0.0#Rule#child/ecd7960f09fb061cda24e8997f49919e14545be8074977659b4e2926c4d3a226	urn:codex:bootstrap:1.0.0#ChildConstraint					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/ed10ad9d560720be8722ea1ca1d0bc45d26592dd81883e5665b1098adc39d4e9	child	urn:codex:bootstrap:1.0.0#Rule#child/ed10ad9d560720be8722ea1ca1d0bc45d26592dd81883e5665b1098adc39d4e9	urn:codex:bootstrap:1.0.0#ChildSatisfies					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/f1698a235d5d97b80ffd43e81afad4b15767feacb8916442622322da1459da8a	child	urn:codex:bootstrap:1.0.0#Rule#child/f1698a235d5d97b80ffd43e81afad4b15767feacb8916442622322da1459da8a	urn:codex:bootstrap:1.0.0#TraitEquals					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/f852682a462b515853bc77cf48975160401ee999bd940eecbe64905548618feb	child	urn:codex:bootstrap:1.0.0#Rule#child/f852682a462b515853bc77cf48975160401ee999bd940eecbe64905548618feb	urn:codex:bootstrap:1.0.0#OnPathForAll					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/child/faa69cca183e34ba59b9f8e5764cc6992bf00f9619855a10ab03a6737430e7db	child	urn:codex:bootstrap:1.0.0#Rule#child/faa69cca183e34ba59b9f8e5764cc6992bf00f9619855a10ab03a6737430e7db	urn:codex:bootstrap:1.0.0#ValueIsOneOf					1								
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
Rule	urn:codex:bootstrap:1.0.0#Rule#shape	urn:codex:bootstrap:1.0.0#Rule#shape/property/predicate/94b325d3b779e9462c3971acf10d3bff2691d4af8b34ac3c9d975c05a0434378	predicate	urn:codex:bootstrap:1.0.0#codex/parentNode				http://www.w3.org/ns/shacl#IRI	1	1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/child/2273e9a8c16630731662ad9fc73ac59a8b813e43c86addffaa7a79e52ce4de76	child	urn:codex:bootstrap:1.0.0#Schema#child/2273e9a8c16630731662ad9fc73ac59a8b813e43c86addffaa7a79e52ce4de76	urn:codex:bootstrap:1.0.0#ConceptDefinitions					1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/child/3fdab872893285c4a884cb7b529be9302027284d5294884d6ba4ac63dca7dabc	child	urn:codex:bootstrap:1.0.0#Schema#child/3fdab872893285c4a884cb7b529be9302027284d5294884d6ba4ac63dca7dabc	urn:codex:bootstrap:1.0.0#EnumeratedValueSets					1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/child/3ff6a188ac0e2fb50e9541e7c0cac2725e962a6a1a8e4e8e7d65bc56040b870a	child	urn:codex:bootstrap:1.0.0#Schema#child/3ff6a188ac0e2fb50e9541e7c0cac2725e962a6a1a8e4e8e7d65bc56040b870a	urn:codex:bootstrap:1.0.0#ConstraintDefinitions					1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/child/44c1517478a6e252b9e9b9d50edf62ac14d0ec4f48ee8a321bc6f6c9de89921d	child	urn:codex:bootstrap:1.0.0#Schema#child/44c1517478a6e252b9e9b9d50edf62ac14d0ec4f48ee8a321bc6f6c9de89921d	urn:codex:bootstrap:1.0.0#SchemaImports					1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/child/45973746b087585d62f22f8a63962f64afc5470b09833d68c8f039ae4b9539df	child	urn:codex:bootstrap:1.0.0#Schema#child/45973746b087585d62f22f8a63962f64afc5470b09833d68c8f039ae4b9539df	urn:codex:bootstrap:1.0.0#RdfGraph					1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/child/575b76df24e95160f8544b57a14223f894ac19772f991354d4831d056151b8d2	child	urn:codex:bootstrap:1.0.0#Schema#child/575b76df24e95160f8544b57a14223f894ac19772f991354d4831d056151b8d2	urn:codex:bootstrap:1.0.0#ValueTypeDefinitions					1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/child/750999676b54773833ce69fcfffc830a87211a9a47cb3fa47fb651c5ba9a2c80	child	urn:codex:bootstrap:1.0.0#Schema#child/750999676b54773833ce69fcfffc830a87211a9a47cb3fa47fb651c5ba9a2c80	urn:codex:bootstrap:1.0.0#ValidatorDefinitions					1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/child/7629360badd7fffe3bcb342e2ae5007c633e8dc8276c25d98cb8a7f9538566f1	child	urn:codex:bootstrap:1.0.0#Schema#child/7629360badd7fffe3bcb342e2ae5007c633e8dc8276c25d98cb8a7f9538566f1	urn:codex:bootstrap:1.0.0#TraitDefinitions					1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/predicate/1b714781eb67167bfd40c70b56a4294cc4f2f4ab8634dd7c4b8a9f2eb7b04c31	predicate	urn:codex:bootstrap:1.0.0#codex/declaredId				http://www.w3.org/ns/shacl#IRI	1	1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/predicate/28c6fdde3c613b7db5df17df3f19647f8ea857a00406bcd26b4ef46d5dc096c1	predicate	urn:codex:bootstrap:1.0.0#codex/isEntity		http://www.w3.org/2001/XMLSchema#boolean			1	1	false							
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/trait/2c70e12b7a0646f92279f427c7b38e7334d8e5389cff167a1dc30e73f826b683	trait	urn:codex:bootstrap:1.0.0#key		urn:cdx:value-type:LookupToken				1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/trait/5ca4f3850ccc331aaf8a257d6086e526a3b42a63e18cb11d020847985b31d188	trait	urn:codex:bootstrap:1.0.0#version		http://www.w3.org/2001/XMLSchema#string			1	1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/trait/8f66a4ee2adc45bd74761568c0e8bf53642e88e45b2ca36faafecff07171efb9	trait	urn:codex:bootstrap:1.0.0#authoringMode					1	1								$CanonicalMode | $SimplifiedMode
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/trait/9359f3bb2efa7aabd0264fb67fb1d99f91871778e9b887179d6b2debaa251ec6	trait	urn:codex:bootstrap:1.0.0#namespace		http://www.w3.org/2001/XMLSchema#string			1	1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/trait/aaf2320646108059a87ab5017a86aee454f5378ed95003dbb2e12f4ca5266e0e	trait	urn:codex:bootstrap:1.0.0#title		http://www.w3.org/2001/XMLSchema#string				1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/trait/c9046f7a37ad0ea7cee73355984fa5428982f8b37c8f7bcec91f7ac71a7cd104	trait	urn:codex:bootstrap:1.0.0#description		http://www.w3.org/2001/XMLSchema#string				1								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/trait/d0e6210a7a6c6a073b721508cd647aa09d1902d0a463ec303dbb7ec3d27397f8	trait	urn:codex:bootstrap:1.0.0#compatibilityClass					1	1								$BackwardCompatible | $Breaking | $ForwardCompatible | $Initial
Schema	urn:codex:bootstrap:1.0.0#Schema#shape	urn:codex:bootstrap:1.0.0#Schema#shape/property/trait/e50283e7e182652e804401e2feab12f04186603c22a6907f72df571dea2a99ee	trait	urn:codex:bootstrap:1.0.0#versionScheme					1	1								$DateYYYYMM | $DateYYYYMMDD | $Lexical | $Semver
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a/property/31d97983f0497943034a82db4474801eeb0b7777101d5a4fb9b1b0eb71b019f8		urn:codex:bootstrap:1.0.0#Schema#child/3fdab872893285c4a884cb7b529be9302027284d5294884d6ba4ac63dca7dabc						0								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a/property/58e18129a9e066cac0263e8c99ebb66751f1cc8df0bdc4376465f62230de449f		urn:codex:bootstrap:1.0.0#Schema#child/2273e9a8c16630731662ad9fc73ac59a8b813e43c86addffaa7a79e52ce4de76						0								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a/property/6b84d700f9e000831d14c9c458d437a33fb061dc605ce0e1098a8623a67bb25b		urn:codex:bootstrap:1.0.0#Schema#child/7629360badd7fffe3bcb342e2ae5007c633e8dc8276c25d98cb8a7f9538566f1						0								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a/property/987fb840035787b078bb5f9d37265acb83a83cba605cd0138fffc44de62b39b7		urn:codex:bootstrap:1.0.0#Schema#child/45973746b087585d62f22f8a63962f64afc5470b09833d68c8f039ae4b9539df					1									
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a/property/9ffc95ad40f7356fc25d6d8787e9b48e275238ddfebc5c582ddba61a65f6be83		urn:codex:bootstrap:1.0.0#Schema#child/3ff6a188ac0e2fb50e9541e7c0cac2725e962a6a1a8e4e8e7d65bc56040b870a						0								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a/property/b731c370a37d23c326a24a205f12b3f87b8e4d660f87c3c299eb7129eef56ed2		urn:codex:bootstrap:1.0.0#Schema#child/750999676b54773833ce69fcfffc830a87211a9a47cb3fa47fb651c5ba9a2c80						0								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a/property/cde0f6abdae635e286e901b6f45839aa8f0d0d7af74bbb0f191064c0aa706066		urn:codex:bootstrap:1.0.0#Schema#child/575b76df24e95160f8544b57a14223f894ac19772f991354d4831d056151b8d2						0								
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/0d457bf4834448d1f3099694cbbc8107a0f5b561c10ff63c018f76aa8cba248a/property/e096b9761df183f6886b18618e6a7f4eed3bdc00f849d20bd315550a4bbb19cd		urn:codex:bootstrap:1.0.0#authoringMode							$CanonicalMode							
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/203f7b982ddb4fde8ad183d93203879b2fd3a69e7f2db950f71c93106591fc63	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/203f7b982ddb4fde8ad183d93203879b2fd3a69e7f2db950f71c93106591fc63/property/58e18129a9e066cac0263e8c99ebb66751f1cc8df0bdc4376465f62230de449f		urn:codex:bootstrap:1.0.0#Schema#child/2273e9a8c16630731662ad9fc73ac59a8b813e43c86addffaa7a79e52ce4de76					1									
Schema	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/203f7b982ddb4fde8ad183d93203879b2fd3a69e7f2db950f71c93106591fc63	urn:codex:bootstrap:1.0.0#Schema#shape/xone/mode/203f7b982ddb4fde8ad183d93203879b2fd3a69e7f2db950f71c93106591fc63/property/987fb840035787b078bb5f9d37265acb83a83cba605cd0138fffc44de62b39b7		urn:codex:bootstrap:1.0.0#Schema#child/45973746b087585d62f22f8a63962f64afc5470b09833d68c8f039ae4b9539df						0								
